text,asin
"Purchased: Ordered on June 25, 2018<br />Date of defect: July 15, 2018<br />In less than a month, the right side wire has lost connection.  Very disappointed.<br /><br />Pros:<br />Long range (much longer than any other ones used in the past)<br />Battery charge last very long time.  LOVE IT.<br /><br />Cons:<br />Absolutely NOT for running.  You can hear wind noise HORRIBLY.<br />One of the wires lost connection in less than a month.",B01G8JO5F2
"They are working great. I love these headphones. When my original pair died, I did not hesitate to order another pair.",B01G8JO5F2
"Nice packaging.... has a nice carrying case. Product came defective,  the volume button is broken/ not working like it should.... sounds from it is not up to par with beats at all, the ear loop is way to soft and doesn't support as well as my beats.<br /> Need to keep it since 1) I lost my beats at a jobsite and I need ear protection, 2) I was not going to send back a $20 Item and waste resources and greenhouse gas all because the volume button didnt work( I can still use my phone to turn down the volume.",B01G8JO5F2
"I am prime user and it is already delivered late by 2 days, and now it is not working, FRUSTRATED...",B01G8JO5F2
The only issue I’ve had is that the connection can be spotty. I usually have to shut the WiFi of on my phone when I connect them otherwise it cuts in and out a lot. Other than that these have been great. I use them for 15-20 minutes a night and they lasted nearly a month of the initial charge. I charged them once since then and haven’t had to worry about it since.,B01G8JO5F2
"Battery life is LITERALLY the best thing ever, it lasts so long. The sound is 10/10.",B01G8JO5F2
Totally recommended this product. Sounds quality is really good and super like cause it's really handy. Love the case tooI I really like it because it comes with extra sizes for ear plugs whgich is one of my problem when it comes to using earphones like this. Super like the sound and it's really clear.,B01G8JO5F2
Good headphones,B01G8JO5F2
the sound is good but the connection is very bad.,B01G8JO5F2
The volume control doesn't seem to work on the right side earpiece.  The volume from that side is barely audible when the left earpiece is not in place.  I will contact Senso and hope for a resolution. Jury still out.,B01G8JO5F2
"Noise cancelation is great, quality, is great. The battery lasts ALL DAY. The only complaint is that the sound cuts out and I have to turn them off and on to reconnect. This is is a hassle especially when I am on important calls.",B01G8JO5F2
Uncomfortable after a few minutes. Not worth the money,B01G8JO5F2
it has a really good quality and battery. The only con is that hurts my ear..not so comfortable,B01G8JO5F2
"I'm on my second pair of these.  First ones lasted fairly well, second ones died today, one day after the 'warranty' ended... That's just wrong.  Looks like it is time to explore a different brand.  Update - I contacted Amazon who contacted SENSO support.  24 hours later there are a new pair being shipped to replace the faulty ones, that is all I can ask for!  These were my third pair of SENSO buds.  The first lasted two years being used for working out every day.  My wife has the second after about a year, and they are working just fine.  I'm very pleased with the support, no hassle, a response via email came about an hour after they were contacted.  Had me try a reset (which is good to know for future reference how to do), and when that didn't work they shipped me a new pair.  The sound is very good and they work well for my purposes.  Performance plus the support and I'm going with 5 stars.  and then 5 months later, same as the previous pair, dead.",B01G8JO5F2
"These are the best headphones and the customer service is outstanding. I have purchased them numerous times and have never had an issue. The last pair I ordered had a defect and the company responded immediately to my problem and replaced them even faster. I can't say enough goid things about this product and company. If you need headphones, don't buy from anyone else. You will not regret it.",B01G8JO5F2
"I like it,  very good quality, unique design.<br />Long battery life.<br />I recommend for others.",B01G8JO5F2
"I love these headphones. I have three pair of them. I ordered the third pair wanting one like the first pair (unbendable earpiece) but got the bending kind instead. I get that it is because they are the newer ones, but I liked the other ones better. Either way you cant go wrong with these. That is just my own personal preference. The sound is great and battery life is outstanding!! Great value for these earphones!",B01G8JO5F2
"I have this headphone and worked great for year but after that it do not stay turned on, but auto turned off even if i am actively listing to music. I will check with warranty department if there is anything they can do to resolve this issue.",B01G8JO5F2
Perfect,B01G8JO5F2
"I've had these headphones for a couple years now and the bluetooth radio has finally failed.  However, up until this point, these have been great headphones.  They sound really good, battery life is as-advertised however there is no noise cancellation that I can tell.<br /><br />If I could make one change, I would want to have a fabric-coated cable.  The current cable has a rubber-coated feel and when you get sweaty, it sticks to your neck, which is annoying.<br /><br />Other than that concern, I will likely order these again as you can't beat the price for what you get.",B01G8JO5F2
The last pair I bought stopped holding a charge after 2 weeks. I love the headphones so I ordered this pair in hopes it wouldn’t happen again.,B01G8JO5F2
"I use these for my long runs and whenever I'm working outside so I can hear my phone if/when it rings.  I have used these in the past and they have a long life.  I only replace them when one of the ear buds stop working but I probably get a full year out of them before that happens.  For the price, you can't beat that.",B01G8JO5F2
Purchased 3 pairs of these headphones. Used them a handful of times and no one pair will charge now. Waste of money.. Do not buy. I thought 1 may be bad but all 3?? So irritated.,B01G8JO5F2
"It's the second time those earphones stopped working, in less than two months",B01G8JO5F2
Very pleased with my headphones! Like the cute storage case and extras!,B01G8JO5F2
"I listen to audio books on my phone, in my car whenever or wherever. My nephew gave me and my husband these wireless buds. We both love them. No wires and quality is great. My husband just purchased another set as he very often forgets to charge his. Excellent quality I recommend mend to everyone.",B01G8JO5F2
I like these. They work great the only exception is walking on beach when its windy you can hear the wind when you turn your head.,B01G8JO5F2
Good product,B01G8JO5F2
Great sound quality and quality-produced headphones. Sound is the same quality as similar products from Beats or Bose and paying significantly less - additionally on prior reviews it sounds like those other headphones had issues with battery life. The cellphone card-carrying case and the car phone mount were nice touches too! Would recommend for anyone looking for a reliable headphone for the gym/running/etc.,B01G8JO5F2
Awesome headphones. Great sound and they don’t fall out,B01G8JO5F2
Very good value. Headphones connected easily and hold a charge much longer than I expected.,B01G8JO5F2
All of the controls are in the earpiece so you don't have the control box dangling from one of the wires which often times  makes them unbalanced and pull to one side or the other.  Durable cable and fits snug in the ear with great bass.  i bought another for backup which I haven't had to open yet!  Battery lasts quite long as It hasn't run out on me while using them.,B01G8JO5F2
"I was excited to receive these headphone, but they will not stay in my ears.  I put the smallest earbuds on, and they still won't stay in my ears.  I am a 64 year old female.",B01G8JO5F2
Love being able to skip tracks by long-pressing the volume buttons. Sound is decent given how inexpensive these are. Great for the gym where it's mostly to block out background noise and play music to help pass the time. Sweatproof thus far after using them almost every day for months. Works okay for online meetings and phone calls. Not ideal for true audiophile experiences.,B01G8JO5F2
"Great for walks, exercise and tuning out the kids....lol<br />Second pair.....dog ate the first.",B01G8JO5F2
This is my second pair.  They are great and the company is fantastic!!!,B01G8JO5F2
"I've been buying these same headphones for years. They used to last atleaet a year before the battery started failing. Now, I've went through 4 pair in 4 months. I'm a construction foreman and have them in most of the day so that I can hear someone calling me. The static and feedback in the calls is terrible. These used to be different. Best for the money. Now, not so much. Would not recommend at all, garbage.",B01G8JO5F2
Great product,B01G8JO5F2
They were good.,B01G8JO5F2
I ordered these hoping to use them at the gym or while cycling. Even when the volume is turned all the way up they don't seem to produce enough sound for me to be able to enjoy the music or podcast. They are constantly falling out of my ears even after changing the insert pads. sigh.,B01G8JO5F2
"I purchased this item for my son-in-law who is very discriminating about electronic gear. I had to wait a few days to get some feedback from him and I think he said it all with one sentence: ""These earphones have a much better sound than others I have tried that were much more expensive."" The message is clear: Your company sells great quality merchandise at competitive prices. Who would not want to recommend your business and great service to anyone looking for this type of merchandise?  I heartily recommend you as a source for well-made gear and courteous service.",B01G8JO5F2
"Work great with all phones, no need to pay $150 (or more) for BT headphones that are easily lost. Great product, good sound, connects reliably.",B01G8JO5F2
Terrible design for fitting and staying on your ears...in a crowd the Phone has to be within6” to a foot away to it will sputter and spurt,B01G8JO5F2
What a great product,B01G8JO5F2
Awesome,B01G8JO5F2
"I bought these years ago and I am just now needing new ones. I always use them instead of my airpods because the sound quality, noise cancellation & noise leaking are way better. The battery also lasts a very long time. Definitely recommend.",B01G8JO5F2
Great sound quality.,B01G8JO5F2
Hands down the best headphones I ever bought. The customer service was exceptional and honor their warranty claim. I highly recommend them.,B01G8JO5F2
"Good product.  I've tried multiple types of bluetooth headphones.  These are consistently reliable.  I use at work, and gym.  Sometimes readjustment required, but tolerable.",B01G8JO5F2
"The earbuds are great for general use, NOT good for sport.....<br /><br />I use these usually when I'm going around town shopping.  I also used them at the gym when I am lifting.  They are excellent for all of that.<br /><br />Any sort of obsctruction gives these problems though.  When I am riding around on my skateboard, with my phone in my pocket, I get bluetooth interference.  Music keeps cutting out for a second every 10 seconds.  After awhile it gets very annoying.  When I am working out outside doing pushups/pullups with the phone just about 10 feet away, same thing.  Even if I am just walking around.<br /><br />I don't know what it is about just still and inside that makes these work but not outside with minimal movement.  This has happened on 2 phones, so the only constant are the earbuds.  I don't know why walking around the grocery store is fine but walking in the park is not.  I have tried other earbuds and they do not have that problem.",B01G8JO5F2
"They are great sound quality the earpieces that he product comes with are great they fit any ear, the ear wrap pieces are flexible with a rigid core so they stay moulded, great headphones, but the warranty is baloney, I bought these circa 4 months ago and they just randomly stopped working and the microphone is not the best it started randomly going in and out then the headphones wouldn't take a charge.",B01G8JO5F2
Stopped working after 10 weeks - purchased as Christmas gift - Amazon return window closed Jan 31  Support window closed March 3  And now they stopped working -  Contacted manufacturer - they are taking care of issue.  Great customer service.,B01G8JO5F2
I have had several of these in the past.  The last pair came and the volume on one side was significantly louder than the other side.  No matter what I did I could not get it to work properly.  I had a lot of things going on at the time and I missed the deadline to return them.,B01G8JO5F2
"The biggest pro of using this product is that it's wireless. Also, it has buttons on it which I can press to pause videos/songs and so I can be handsfree and don't need to reach my phone to perform those actions. The only con I felt after using this for over 4 months is that the noise suppression is very bad. Whenever I am on a voice/video call, the recipient of the call is always disturbed by the noises around me which they can hear even clearly than my own voice.",B01G8JO5F2
"Work well.  Very secure.  Unsure of noise cancellation- can't really tell.  Others are right that there is little to no warning that the battery is low, so its on you to keep them charged!  These are my first wireless set, so difficult to compare.",B01G8JO5F2
"Had these headphones for a little over 2 years, awesome product. But today I swam with them on and now they won’t come back on",B01G8JO5F2
"The headphones worked beautifully at first, but then the power button got stuck inside and it was all over.",B01G8JO5F2
"Third try with Bluetooth head phones and these are the best ever, great sound, cancels out everything, I love them!",B01G8JO5F2
It’s very bad at pairing. It takes forever and I have to turn it on and off a bunch of times and reset my bluetooth a bunch,B01G8JO5F2
"I have had much more expensive head phones, and these preform just as good. Now I must admit that I am only listing to spoken word info (audio books and pod casts) so music lovers I Cannot comment.",B01G8JO5F2
"I love the sound quality, it's the ear piece that can't close down so it won't wiggle.",B01G8JO5F2
Works well for the price. Cann connect to both mac and iphone at the same time. decent sound quality and battery back up,B01G8JO5F2
"Got these for the wife for Christmas.  She loves the way they feel and sound.  She gets no distortion even when she turns them up high enough to block me and the kid out.  She's been picky about the way ear buds have felt before, but the size options that came included and general designed have worked perfectly for her.  I'd recommend for sure.",B01G8JO5F2
Like,B01G8JO5F2
"I really loved these headphones, but they have stopped working. They only worked for about 8 months before they gave out. For some reason they won't turn on...",B01G8JO5F2
"These are better than the $150 Google Pixel Buds I have. Perfect for working out, different size ear buds let you choose the size that fits best for your ears. Great value, can't stress that enough.<br /><br />Worked out with them 8 times in the last couple weeks and haven't had to charge them yet. Def recommend my friends,",B01G8JO5F2
I had a pair of these initially with the static ear pieces and bought a second pair for at work and home. The moldable ear pieces don't hold their shape and fall off my ears. Still haven't decided if I'm going to return them or not. Not super happy about ordering the same exact product 6-8 months later and getting completely different accessories and hardware. The headphones even sound different than my old ones.,B01G8JO5F2
""" I've used them three times at the gym for about 45 minutes each time and so far so good. They were easy to configure with my iPhone. Good product at this price point.""",B01G8JO5F2
"For the price this are pretty good headphones. I use them mainly at the gym, comes with various size cushions to adapt to your eat",B01G8JO5F2
Bought 2 pair and continually had issues with pairing and connectivity.  Poor phone sound quality.  I used these when biking and they would often disconnect from my phone calls.  They stopped pairing with my device within a year.  Reported the issue to customer service and they offered me a 5%discount on my next purchase.  That's a WHOLE DOLLAR OFF!  Big of them.  Don't waste your money.,B01G8JO5F2
I bought these for $27 I believe and they are the best I ever had I had your phone they cost me $166 are the best,B01G8JO5F2
Very difficult to get in your ears and kind of painful. Very annoying. Too much of a hassle to use.,B01G8JO5F2
"Definitely waterproof, mine went through a complete wash cycle and came out working great.",B01G8JO5F2
The sound quality is great! Battery life is so long. Use the headphone more than 6 hours everyday.  Bought 2nd pair.,B01G8JO5F2
I have tiny ear canals and these really work. They stay on my ears without discomfort.  My second pair of Senso headphones  because I always have a pair charging!,B01G8JO5F2
"This is my second one and the quality is very good, I recommend to buy this item",B01G8JO5F2
"I've had these earbuds for about 9 months, daily use, they are comfortable, easy to use, pairs reliably, buttons are easy to use, they have been very reliable.  However, at the 9 month mark, the charging light went out and after trying to charge it for a few hours to check if the light was just faulty or they are simply no longer charging, it was the latter.  I am leaving this as a 4-star review for now because they are a good earbud, and will see if the warranty (1 year is honored).",B01G8JO5F2
"Great product. Easy to set up and good battery life. The case makes it convenient to throw in a gym bag or work tote and includes a compartment for the charging cable. This is my third pair. Now I have one to keep at office, one for the gym, and one for my husband.",B01G8JO5F2
"Worked great, then stopped charging after 2 1/2 years",B01G8JO5F2
Very comfortable and fit very snuggly.,B01G8JO5F2
"Easy to charge and set up. While I did actually read the directions, it was not really necessary. I am thrilled with the sound and the entire purchase. I am a happy man who enjoys listening to great music while I am sweating like twelve rats wrestling in a wool sock. Hands free SENSO is awesome!",B01G8JO5F2
ARE YOU KIDDING ME!! For this price!! What a great set of ear buds that have Bluetooth capabilities. Excellent sound quality. You get these and it won’t disappoint.,B01G8JO5F2
I’m a runner and I thought the over the ear hook would keep them in my ear. They constantly work their way out.,B01G8JO5F2
These headphones are great! Especially for the price.. I workout everyday so I use them all the time!,B01G8JO5F2
I bought these headphones for exercising. They stopped working after a year.,B01G8JO5F2
"They're cheap, battery life is great, bluetooth connection is fine. Sound quality isn't something I care about much when I'm running/exercising, so it's not really relevant. It's fine.<br /><br />The reason I keep buying them is that they keep dying. These are not effectively waterproof and I believe sweat has ruined the charging on all three sets. They last a few months, then the charging connection gets sporadic and has to be in just the right position, and then they stop charging entirely. I tend to limp them along for about 12 months, but it's annoying and I'm not doing that with my 3rd pair. I'm ordering something else so I don't have to wonder if my headphones will be charged in the morning or not.<br /><br />When they work they're fine. They just need to seal the charging port better and they would stop dying. Then again, if they did that right they'd have only gotten 30$ off me for my first set instead of 70$ for buying 3.<br /><br />I know I'm basically buying the cheapest thing I can find, but the charging situation is obnoxious. There's no way these can be submerged for 10 seconds much less 30 minutes when I know my sweat is corroding the charging port after 3 months.",B01G8JO5F2
"The headphones are on par with some wireless headphones that cost much more. The quality, sound, battery life and ease of use is what stood out to me. I would definitely recommend to a friend. If I had a gripe, the right ear hook kept coming off even after I bent it to fit my ear. I’m come to the conclusion, it’s probably my ears, they stick out a little more than normal.",B01G8JO5F2
I bought this item twice. The first time it only lasted a week. I purchased another one as I like the sound quality but sadly it only lasted a little over a month.,B01G8JO5F2
the worst headphones I have ever bought. the sound is the worst and the audio quality of the calls is horrible.,B01G8JO5F2
"I've had these for almost 2 years now.  They honestly are worth every penny.  I use them mon-fri, 8hrs a day behind a grinder sharpening knives all day.  Even with the dirty atmosphere and metal shavings they work great.  Even if they only last 6 months I would buy them every 6 months.  Just reliable as heck.  Simple 3 buttons. on off.  volume up down. and change songs. If I had to complain it would be make the battery last a little bit longer. But like I said almost 2 years and they still last about 7hrs.  Can't beat the value. TRY THEM!",B01G8JO5F2
"While they were reliably good quality while I used them, they would not charge or turn on after a month of use. I'm disappointed, the only reason I'm rating two instead of one is that they worked for a bit before finally deciding to quit on me.",B01G8JO5F2
Works great.,B01G8JO5F2
Ze escuchan los ruidos externos. Las personas cuando me llamaron no me escuchan bien,B01G8JO5F2
Very good,B01G8JO5F2
Great product that comes with multiple accessories. The low price doesn't match the high value. More than 5 stars! Thank you,B01G8JO5F2
Lo uso para correr es muy bueno,B01G8JO5F2
"The Senso version seems as if it comes from the same basic design as others you can find but the sound quality has less bass (or more highs) depending on your perspective. The extra ""goodies"" are an added touch over the competition. The lady with the English accent tells me when it turns on and off and the battery level is low.",B01G8JO5F2
"I've had this almost two years now, and they still work really well. Good, affordable head phones. I highly recommend these!",B01G8JO5F2
I had a pair Of these for a couple of years that were great! But they wore out so ordered another. These don’t seem to have the same sound quality as the others I had. I’m hoping that after I change out the ear pieces and have a better fit in the ear that they’ll sound better. Crossing fingers..,B01G8JO5F2
"I bought these a couple of years ago and was seriously impressed with the value for money. Sadly I lost my pair and had to get some new ones. The updated version has inflexible rubber bands that are hard to wrap around your ears, they sit uncomfortably around the ear and don't feel secure. The sound quality is not as good and the on/off message isn't as clear. Very disappointed. The original headphones were superior.",B01G8JO5F2
I had a pair Of these for a couple of years that were great! But they wore out so ordered another. These don’t seem to have the same sound quality as the others I had. I’m hoping that after I change out the ear pieces and have a better fit in the ear that they’ll sound better. Crossing fingers..,B01G8JO5F2
I used these for workouts and I loved them!,B01G8JO5F2
"Loves first: sound quality and amount of bass is awesome, the multiple silicone sized earbuds, and the fast charge (usually in an hour).<br />What I like less: the hooks over the ears are a tad too flimsy (I’m pretty sure it’s a thicker wire than what it feels like but it feels flimsy to me) and you can’t walk more than 10 feet away before the signal starts breaking up.",B01G8JO5F2
"I bought these wireless headphones on September 27, 2018 for my iPad Pro, whose headphone jack had stopped functioning properly. When they came the packaging was nice, intact, and everything in it was undamaged. The instructions manual is very clear and pairing the headphones to my device was a breeze. They worked plenty better than the 20 dollar non-wireless headphones I had before.<br />They lasted until February 2019, when the headphones didn’t turn on after being reset and fully charged. Costumer service was very quick to respond. I received a free new replacement since there is a year warranty.<br />What you need to know:<br />-The quality of the wireless headphones and bonuses are great- much better than what you’d expect for the price.<br />-The connection didn’t cut for me unless the headphones ran out of battery or I completely covered the sides of my iPad. I can stand a good 20 feet from my device without any disconnecting or decrease in sound quality.<br />-I used these while running on my treadmill at my house without problem. They didn’t fall out and connection didn’t cut.<br />-They do a good job cancelling out unwanted ambient noise, although that ultimately varies depending on how noisy your surroundings are.<br />-I can put these on after just minutes of getting out of the rain/shower and the water seems to have no effect on them.<br />-Very good battery life and recharges quickly.<br />-Great price.<br />-Great warranty.<br />-Great customer service. Best I’ve seen so far.<br />I highly suggest you buy these. Very good product.",B01G8JO5F2
The product delivers on all key features.,B01G8JO5F2
"These broke after 3 weeks, they are not tested or properly refurbished. Do not buy this. Amazon and Senso will refuse to help you.",B01G8JO5F2
"I ordered these first as a gift, having reviewed them/many others extensively before buying. I was impressed by their reviews, especially for the price and bought a pair for myself. I am so glad I did. The bass, sound, and microphone quality are excellent!",B01G8JO5F2
""" These Bluetooth headsets arrived earlier than expected. I am super impressed with these, work great, when I have these on I don't hear the noise and yelling from my upstairs neighbors, I am super sensitive to noise so that alone has me very satisfied that I don't have to have the headset volume set high either. These are a must have.""",B01G8JO5F2
"Well I’m probably not the best critic for these ear buds since I have not ever had or used wireless ear phones, but I really like these earphones. They have as good sound quality as my apple XR ear phones. Best of all, they are wireless which makes it so much more enjoyable at the gym. I have to charge them every night though.",B01G8JO5F2
"Since there are a lot of brands that are priced much higher, I didn't want to write before I give myself enough time to experience the quality of the sound. To my good surprise I found that the SENSO Bluetooth Headphones provide a high quality stereo sound that is both deep and without any static. The battery life is as long as 8 hours or a little more. The material is good and the box contains various sizes of ear buds. I think it competes very well with other higher-priced Bluetooth Headphones.",B01G8JO5F2
"The headphones are a bit clunky to use.  The ear pieces are huge and have to be bent around your ear.  The sound quality is good but after a period of a few months, they did not take or hold a charge.  Since they are under warranty the company is sending new ones.  I must say that their customer service has been excellent and very responsive.",B01G8JO5F2
Good price for good product,B01G8JO5F2
Sufficiently loud in high-decible work environment,B01G8JO5F2
"Bought these for my husband for his birthday. They were amazing headphones. However, we’ve had them less than two years and they won’t charge anymore. Very bummed.",B01G8JO5F2
"The sound is horrible, and more like a bee hive. I don't feel like using it so bad. The bliethooth connection is good, but the sound that comes out of the box looks like those headphones from the 1980s.",B01G8JO5F2
These headphones are literally perfect for the price. My favorite set of headphones yet.,B01G8JO5F2
Good product for working out with.,B01G8JO5F2
"My daughter loves them.  Uses them schoolwork, soccer on bus etc..  Very happy with purchase and charge lasts a long time.  Delivered as expected.",B01G8JO5F2
"very well made nice packaged,  I like the carrying case and all the other little extras they give you.  there are one set of earbuds in there they are made of foam like earplug material, they make for an excellent fit",B01G8JO5F2
"The headphones have great premium sound alike other brands they are not expensive. I use it for gym as they are sweat proof. It's perfectly fit into my ear, and don't fall off while running or doing exercises.",B01G8JO5F2
"Worked for a little over a year and just stopped (they turn themselves off, even on a full charge). And there’s no way to contact the company after they stopped working. ‘Fanatical” customer support, indeed.",B01G8JO5F2
"They worked great for the first year.  After that they would go in and out when I ran when my hand would go down.  Assuming it was the Bluetooth connectivity.  When that started happening, I decided to test out the waterproof rating which it claims it has. IPX7 is for 3 meters or less for 30 minutes or less.  I swam for 10 minutes never going more than two feet deep and they busted on the first lap.  They were already busting so I am not too sad about it.  DO NOT BUY if you plan on swimming or need long term earbuds.",B01G8JO5F2
This is my second pair. Amazing quality and value. I can’t think of anything I would change about these.,B01G8JO5F2
"Great earplugs, but they aren't very waterproof due to me having them 6 days and one side is quieter than the other.",B01G8JO5F2
"For the gym/exercising they are fine. But if you’re like me, and use wireless headphones for multitasking (being hands-free) then they are terrible to talk on the phone. They pick-up so much background noise and are staticky.",B01G8JO5F2
I like the adjustable fitting and it actually has pretty good quality for its price,B01G8JO5F2
Use them all the time for the gym.<br />They hace great battery life.,B01G8JO5F2
Some of the cheapest best I’ve ever had. After 3 years it’s time to retire them.,B01G8JO5F2
"I needed Bluetooth headphones that were comfortable and ideal for working out in. The ones I have had in the past, although very good, were very uncomfortable behind my ears and I couldn't workout in them because they would fall off.  I had also changed jobs where I no longer had my own office but was now in a cubicle on an open floor.  So most importantly I needed noise reduction, not cancellation because I still need to hear if my phone rings or someone calls my name.  These so far have checked all of my boxes. The quality is really good! Not to mention the battery life. I rarely have to charge this. My only issue is that it can only pair with one device at a time.  My other Bluetooth headset can pair with two devices. I have two phones, one personal and one for work so it's a bit inconvenient sometimes that I have to switch it from device to device.  That's the only reason so far that I didn't given it all 5 stars. I have and would recommend it to others.<br /><br />Update: I am disappointed to report that these headphones just stopped charging one day. There is no explanation for it as I put it to charge the same way I always have. So I guess it's not a long term investment. But while it worked it worked very well so I would not change my rating.",B01G8JO5F2
Brilliant product all the way. I use it for motorcycling and it works perfectly. The sound quality is way better than expected with crisp clear music and bass. Bluetooth works perfectly and instant connection. Feels good to wear and holds tightly. 3 pairs of ear bud sizes to fit all,B01G8JO5F2
Love these,B01G8JO5F2
I bought these to work out in and I love them!  They have lived up to everything the description described.  I would definitely buy them again.,B01G8JO5F2
I use for walking and needed buds that would stay in my ears. Like the small cord to keep me from losing them.,B01G8JO5F2
good sound for the price,B01G8JO5F2
"Had these for just over a month (unfortunately) just longer than the return window.  You get what you pay for in terms of sound quality, tended to have some problems with getting a clear signal via Bluetooth.  Not the easiest to adjust to your ears and they never seemed to stay at the an adjustment that worked. Worst of all they will no longer charge.  I had a similar set (assuming same manufacturer) that had other charging issues.  I’d stay clear of these or any other similar set.",B01G8JO5F2
I bought these earbuds to be something cheap use while running and sweating. While they look in your ears and stay in place pretty well they sound pretty good and they've held up to sweat after about five months of using two or three times a week my battery no longer holds a charge when I turn them on they say they're at 80% 20 minutes later they're dead and won't stay paired to my phone not too bad for the price I guess but I'm going to keep looking for something better,B01G8JO5F2
"Used these for working out, conference calls  and just listening to music. The sound is great and the quality is tops.",B01G8JO5F2
Great sound quality. Stays put during workout. Definitely reccomend,B01G8JO5F2
"Love these headphones! Great sound, pair immediately with my phone with a clear voice that says ""connected"", charge seems to last a long time, and they work as a phone headset far better than my $200 Plantronics headset - for less than 20 bucks!",B01G8JO5F2
"Great Sound Quality, very comfortable, easy to use.",B01G8JO5F2
"I wear these headphones when running and am very pleased.  Sound quality is great, noise canceling is good, pleased with the battery life.  They stay in your ears when running, if you are on the treadmill you can hardly hear the belt.  I use them with a 7th gen iPod nano and they sync quickly.  Ive tried them with other devices and they have no problem syncing.  Had them on the other day and left our workout room in the basement and went upstairs and noticed they started to cut out when I was on the patio, then I realized I left the nano downstairs: These things are awesome for the price!  I can't understand why anyone would buy one of the high priced sets like beats, other then they want to show off.",B01G8JO5F2
Good,B01G8JO5F2
"Got my SENSO headphones late last year.  I was really impressed by the gorgeous design and superb stereo sound, plus it fits comfortably on your ears.  I literally use it everyday--when I watch a movie, listen to music, audiobook or podcast.<br /><br />Recently, I had a setback when one of the earbuds stopped functioning.  Then I remembered that this product has a 1-year warranty.<br /><br />I contacted the seller thru the Amazon website.  I did not expect much, but, to my surprise, Tekatron responded promptly and courteously.<br /><br />Tekatron gave me this assurance: ""Our products go through a strict quality check but there may be rare cases when a product turns out to be faulty.""<br /><br />Tekatron has promised to send me a replacement soon.  Problem solved.",B01G8JO5F2
Excercisig working outside,B01G8JO5F2
"Sturdy and moisture resisitant , comfortable for use during fast paced activity",B01G8JO5F2
"Just ordered my second pair.  Perfect for the gym, or around the house.",B01G8JO5F2
"This is a great product and perfect for my workouts. However, more than that, Senso's costumer service has proven to be particularly exceptional and I would definitely recommend them to my friends and family.",B01G8JO5F2
I’ve had 2 pairs of these 3 years. Only reason I got a new pair was I stepped on my first pair or I’d probably still have the original. Great sound quality and noise canceling. Good price for the quality. They last all week on a charge listening to music while studying and going on 2-3 30+ minute runs.,B01G8JO5F2
"I bought these because so many people have had great luck with them. The packaging is awesome, they look and feel well made and they give you some great accessories, but the headphones sucked for me. The bluetooth connection is absolutely terrible. Some days they work better than others. Most days I have to keep my iPhone in my pocket for them to stay connected. If I left my phone by my workout bench they would start disconnecting and skipping if I walked a few feet away to grab a weight. If I leave my phone on the gym floor to do pull-ups, they will skip at the top of the pull-up..... These are seriously HORRIBLE and the sound quality is something that you would find in $5 gas station headphones.",B01G8JO5F2
"Great sound quality, very good instructions, comfortable to wear and love the carrying case!",B01G8JO5F2
I love the quality of the sound and the bass that the headphones have. Also how great the headphones are with cancelling out all distractions and outside noise.,B01G8JO5F2
They work and they don't fall off my ears when I climb or trail run,B01G8JO5F2
dasent water droop,B01G8JO5F2
These headphones are work well so far I have no issues.,B01G8JO5F2
I do hear wind in them and push on my tragis piercing. But they sound good.,B01G8JO5F2
The headphones are great! I use them for my morning workouts.,B01G8JO5F2
They came out of box with the charging port loose and wouldn't line up. I tried a few things and made it worse Also made requesting a refund a dishonest idea so I love the design but will eat the lose glad they weren't expensive.,B01G8JO5F2
"Good sound quality, but the bendable arms that hold the earbuds in place aren’t stuff enough to do the job. They bend too easily. Unfortunately I figured this out after the return window closed.",B01G8JO5F2
"I have run for years. These ear buds are so worth the bang for their buck. Good sound, stay charged for long periods of time, fit well... and so reasonable. My first pair finally petered out after 5 years of using them consistently. So happy to see they were still available! They lasted through 22 miles of my marathon... and that was my old pair. I have to think a fresh battery would last even longer!",B01G8JO5F2
"I wear these headphones for all kinds of weather conditions and so far they work no matter what. I can use them in the gym, and they are affordable when I misplace them.",B01G8JO5F2
The connection is intermittent and stopped working after a few months. The battery holds for 4-5hrs on a good day. The sound quality is fair.,B01G8JO5F2
I do not recommend you purchase this item! Not worth your money. It will not hold charge,B01G8JO5F2
"Have issues with the units staying in my ear ... shouldn't happen with the ear hooks.  Other than that,  they work and sound great.",B01G8JO5F2
You must be wearing both at the same time or else they fall off constantly.  If you don’t clip it to your clothes you can’t wear one side Easily,B01G8JO5F2
"These are amazing, and only had to be replaced after 3 years because TSA lost them at the airport!  Ours even worked after running in the pouring rain multiple times.",B01G8JO5F2
""" I love everything about this product! They say presentation is everything. The packaging and everything that went with it was top quality and sound produced was tremendous! So satisfied! Gave to my absolute non-techie husband and if he was impressed, you guys gotta be good. Gonna order another for myself.""",B01G8JO5F2
Absolutely the worst for phone calls. I cant hear the caller and I have to almost yell for them to hear me,B01G8JO5F2
Love them,B01G8JO5F2
I've used these many times over several years and they are still working great. I don't like the true wireless earbuds so these are a great alternative,B01G8JO5F2
"I needed these for voice calls not music and either way they are not as loud as you would want them to be. Trust me . You need complete silence to say they are not too bad .. The charger stopped charging on my 3rd attempt as well. Had to use a different one. Other than that I still use them and they are only ok. Oh , and battery life is not too bad either . Hope this helps",B01G8JO5F2
